"user_id","num_sessions","total_page_clicks","avg_session_duration_min","num_flights_booked","num_hotels_booked","avg_flight_price","avg_hotel_price_per_night","avg_trip_nights","avg_total_discount","user_age","customer_age_months"
"542657","8","103","1.61","4","3","693.34","95.00","1.0","0.25","42","3"
"515835","8","145","2.22","3","3","277.40","332.33","1.7","","48","3"
"647804","8","91","1.40","2","2","496.71","235.00","2.5","","57","1"
"590400","8","112","1.73","3","4","107.77","216.25","3.5","","45","2"
"581388","8","80","1.24","1","1","445.88","52.00","7.0","0.30","27","2"
"606568","8","113","1.74","1","2","393.97","178.00","3.5","","47","2"
"586038","8","135","2.12","4","4","431.67","141.75","2.3","","28","2"
"517839","8","261","4.02","3","2","338.23","167.50","2.0","","48","3"
"510676","8","125","1.96","3","3","290.70","45.67","1.3","","50","3"
"570928","8","94","1.48","2","2","1018.58","146.00","2.5","0.25","48","2"
"538703","8","105","1.64","3","2","1115.84","302.00","0.5","","54","3"
"509346","8","106","1.67","2","2","253.19","103.50","2.5","","51","3"
"520821","8","134","2.07","2","2","714.82","140.50","4.5","0.25","43","3"
"677209","8","79","1.22","1","1","96.30","108.00","2.0","0.20","40","1"
"560273","8","113","1.75","2","3","595.92","179.33","2.0","","58","2"
"598691","8","122","1.88","2","2","92.50","99.50","6.0","0.30","37","2"
"510112","8","121","1.88","1","1","398.55","79.00","20.0","","47","3"
"544367","8","112","1.74","3","2","381.27","107.50","2.5","","47","3"
"649935","8","85","1.31","0","0","","","","0.25","24","1"
"453168","9","124","1.73","4","3","340.46","76.67","3.0","","47","4"
"516789","8","163","2.52","4","4","952.92","292.00","1.8","","40","3"
"526036","8","82","1.28","0","0","","","","","70","3"
"522981","8","164","2.55","5","4","231.54","236.50","3.0","","38","3"
"583297","8","128","2.00","4","4","564.48","177.00","3.3","","55","2"
"535063","9","177","2.43","3","4","657.65","122.75","2.8","0.25","38","3"
"542795","8","152","2.35","4","4","158.21","138.25","1.8","","50","3"
"570329","8","63","1.00","0","0","","","","","27","2"
"567589","8","144","2.26","0","1","","101.00","4.0","","28","2"
"520373","8","137","2.10","3","3","149.77","174.67","3.0","","49","3"
"516694","9","100","1.37","2","1","370.03","96.00","10.0","0.35","53","3"
"518196","8","99","1.54","2","2","645.92","245.50","7.5","0.30","57","3"
"471161","8","133","2.05","2","2","566.72","78.50","1.5","0.25","41","4"
"586732","8","118","1.81","4","4","229.00","153.00","3.8","0.25","33","2"
"724581","8","137","2.14","5","2","796.24","84.50","2.5","","39","0"
"297546","8","207","3.21","4","5","415.18","106.00","5.2","","52","7"
"566173","8","109","1.70","1","2","727.25","244.00","8.0","","46","2"
"656850","8","80","1.25","0","0","","","","0.40","24","1"
"486605","8","108","1.65","1","1","327.44","358.00","2.0","","31","3"
"538522","8","173","2.70","4","4","244.48","204.25","3.3","","34","3"
"567458","8","98","1.53","1","1","457.04","87.00","1.0","","19","2"
"510219","8","144","2.24","3","2","352.52","137.00","4.0","","45","3"
"700028","8","102","1.58","1","2","135.60","132.50","7.0","","22","0"
"530213","9","129","1.78","3","3","265.22","113.00","2.3","","49","3"
"533985","8","109","1.70","2","1","636.46","197.00","4.0","","34","3"
"601882","9","179","2.47","3","2","338.99","171.50","2.5","","47","2"
"511783","8","141","2.18","4","3","135.73","128.00","2.7","","49","3"
"464673","8","124","1.92","3","2","402.73","193.00","5.0","","50","4"
"539637","8","109","1.67","2","4","201.30","217.25","5.5","0.30","60","3"
"534895","8","134","2.09","2","2","362.52","149.50","3.0","","34","3"
"520256","8","134","2.07","3","4","186.00","125.50","5.0","","43","3"
"534840","9","160","2.21","4","3","250.39","191.67","1.7","0.25","46","3"
"512801","8","166","2.56","7","6","536.64","129.17","2.3","","54","3"
"538306","8","112","1.73","2","2","429.15","175.50","1.5","","56","3"
"569300","10","317","3.93","3","4","429.07","190.00","2.0","","68","2"
"647638","8","59","0.92","0","1","","105.00","3.0","","19","1"
"563254","8","101","1.58","2","2","353.59","95.00","6.5","","19","2"
"662596","8","330","17.02","2","2","226.09","160.00","9.0","","20","1"
"572728","8","178","2.75","4","4","343.31","184.75","2.5","","57","2"
"539460","8","133","2.06","3","3","306.56","119.33","0.7","","49","3"
"500791","8","183","2.82","0","1","","150.00","6.0","0.25","74","3"
"490348","8","96","1.53","1","1","410.54","263.00","2.0","","39","3"
"688312","8","118","1.84","0","0","","","","0.25","28","0"
"503042","8","104","1.61","1","1","181.51","107.00","2.0","","27","3"
"521170","8","111","1.72","2","3","498.75","224.67","3.0","","44","3"
"573249","8","125","1.95","3","3","466.25","170.33","8.3","","49","2"
"562708","8","152","2.36","5","5","185.85","194.60","1.6","","48","2"
"531803","8","93","1.45","0","0","","","","","25","3"
"513826","10","160","2.00","4","2","447.05","120.00","1.5","","44","3"
"448295","8","134","2.08","2","2","263.23","222.00","1.0","","52","4"
"497678","9","151","2.07","2","2","363.99","158.50","2.0","","43","3"
"590659","8","83","1.29","0","1","","90.00","4.0","","36","2"
"625398","8","114","1.78","2","2","335.66","301.00","6.0","0.23","19","1"
"596222","8","166","2.59","2","3","79.60","285.00","2.3","","60","2"
"524885","8","69","1.06","0","0","","","","0.15","41","3"
"608725","8","104","1.61","1","2","594.22","95.00","3.0","","47","2"
"529704","9","323","15.03","2","2","2036.28","255.00","6.0","","68","3"
"667536","8","68","1.07","2","2","630.17","127.50","0.5","","26","1"
"526062","8","171","2.66","4","4","283.63","243.50","6.0","","46","3"
"537795","8","75","1.17","1","1","418.90","95.00","0.0","0.10","24","3"
"482621","8","93","1.41","1","2","1287.20","201.00","6.0","","48","4"
"568004","8","85","1.33","3","3","373.85","125.67","2.7","","55","2"
"591433","8","138","2.12","5","5","370.35","119.40","3.2","","37","2"
"627972","8","105","1.64","2","3","191.08","131.00","5.3","","39","1"
"561864","8","98","1.54","2","3","390.82","238.00","4.7","","40","2"
"568105","8","142","2.21","3","4","194.14","318.25","6.0","","41","2"
"548109","8","132","2.03","5","4","657.02","140.75","1.8","","40","2"
"510044","8","137","2.11","3","3","577.51","170.00","2.3","","48","3"
"228872","8","126","1.97","1","2","509.21","94.00","6.5","","36","9"
"563052","8","94","1.44","0","1","","78.00","4.0","","26","2"
"566489","8","126","1.96","3","2","232.68","355.00","4.0","","50","2"
"586637","8","145","2.25","3","4","270.50","194.50","3.8","","47","2"
"399137","8","155","2.39","2","4","415.74","196.00","3.8","","54","5"
"557402","8","178","2.75","1","1","344.99","326.00","1.0","","56","2"
"621291","8","162","2.53","4","4","429.45","209.00","5.5","","54","1"
"608786","8","72","1.12","0","0","","","","","71","2"
"508849","8","116","1.80","3","4","709.70","269.00","3.3","","38","3"
"627176","8","270","13.71","3","4","85.22","217.25","4.5","0.15","49","1"
"739734","8","64","0.99","0","1","","44.00","3.0","","53","0"
"543620","8","150","2.36","0","0","","","","","38","3"
"580626","9","124","1.70","3","2","798.72","105.00","4.5","","53","2"
"386914","8","294","16.46","3","2","7445.03","321.00","2.0","","47","5"
"520947","8","194","7.75","2","4","409.10","218.75","7.0","0.20","24","3"
"575923","8","65","1.00","1","2","131.49","141.00","12.5","0.25","40","2"
"533402","9","82","1.14","2","2","227.76","171.50","8.0","0.13","30","3"
"535878","10","113","1.41","3","4","746.85","219.25","7.3","","53","3"
"513259","8","140","2.17","3","2","424.38","325.50","4.5","0.35","55","3"
"590468","8","179","2.76","1","1","31.29","71.00","11.0","0.40","23","2"
"584530","8","164","2.54","4","4","799.12","128.25","5.3","","44","2"
"695132","8","96","1.49","2","2","402.67","294.50","0.5","0.25","50","0"
"513236","8","168","2.61","6","8","551.13","159.25","3.9","","44","3"
"621811","8","154","2.39","2","1","341.64","163.00","3.0","","42","1"
"544926","9","226","3.12","3","3","316.66","311.33","1.3","","39","3"
"721552","8","95","1.48","1","1","82.04","219.00","2.0","","21","0"
"777846","8","188","2.89","2","2","136.65","212.50","3.0","0.35","45","11"
"472446","8","172","2.68","2","1","102.64","420.00","1.0","","18","4"
"528706","8","85","1.32","2","2","562.74","77.00","0.5","","47","3"
"539426","9","149","2.07","2","3","320.19","158.67","5.3","","69","3"
"645168","8","96","1.50","3","2","2041.55","185.50","1.5","","39","1"
"602921","8","87","1.38","1","1","660.27","296.00","1.0","","68","2"
"488870","9","447","16.75","3","4","689.75","144.00","11.3","","59","3"
"514925","8","284","16.59","2","3","426.81","162.67","10.3","","18","3"
"623750","8","160","2.47","2","2","405.79","187.00","5.0","","44","1"
"613164","8","87","1.36","1","3","43.32","105.33","10.3","","28","1"
"306165","8","89","1.38","0","0","","","","","22","7"
"565912","9","105","1.45","1","1","692.45","126.00","4.0","","55","2"
"507805","8","289","17.20","6","6","854.87","252.50","9.7","","44","3"
"574362","8","95","1.49","0","0","","","","","24","2"
"572489","8","276","16.18","3","2","5730.58","142.00","7.0","","46","2"
"516176","8","275","4.24","4","3","185.85","132.33","5.0","","52","3"
"596856","8","127","1.96","1","3","263.24","140.67","6.7","0.25","31","2"
"541906","8","129","4.59","4","4","2947.13","169.75","9.0","","52","3"
"514384","8","132","2.01","1","1","1180.50","101.00","1.0","0.15","44","3"
"483982","8","91","1.42","2","2","256.87","249.50","3.5","","19","3"
"531339","9","281","14.46","3","1","1913.04","","","0.20","44","3"
"534190","8","178","2.75","1","2","136.34","151.00","6.0","","39","3"
"572290","8","247","3.85","6","6","340.82","154.67","2.8","","43","2"
"572502","8","170","2.64","2","3","407.59","170.00","2.0","0.20","59","2"
"547100","8","137","6.69","4","4","2369.42","158.50","4.8","0.10","51","2"
"536278","9","116","1.61","2","3","1097.89","91.00","8.0","","40","3"
"501125","8","102","1.60","2","2","204.00","382.00","4.5","","47","3"
"578120","8","103","1.57","2","3","512.40","151.00","3.0","","61","2"
"535051","8","157","2.45","3","4","434.16","141.25","4.8","","50","3"
"542663","8","193","2.99","5","5","458.36","173.20","2.2","","33","3"
"595626","8","192","2.95","4","3","536.12","87.33","2.7","","47","2"
"559432","8","130","2.01","1","1","229.65","106.00","11.0","","18","2"
"523700","8","143","2.25","1","1","156.24","748.00","1.0","","60","3"
"553568","8","144","2.25","4","4","346.67","113.50","3.3","0.25","43","2"
"511469","8","94","1.46","2","2","355.79","127.50","3.5","","58","3"
"571940","9","75","1.04","0","2","","323.00","7.5","0.30","36","2"
"526837","8","323","16.89","4","4","1280.50","288.25","11.5","","48","3"
"519695","8","128","2.01","2","3","386.55","210.67","2.3","","39","3"
"530188","9","182","2.51","4","4","552.81","145.75","3.5","","38","3"
"463698","8","145","2.26","4","4","195.51","114.75","2.0","","38","4"
"541112","8","130","1.99","3","4","196.82","163.50","3.3","","45","3"
"441448","8","79","1.23","1","1","335.04","600.00","2.0","","29","4"
"501780","8","172","2.65","0","0","","","","","18","3"
"581679","8","168","11.40","2","1","2464.25","","","","21","2"
"559226","8","121","1.86","1","1","85.06","172.00","0.0","","39","2"
"554413","8","142","2.24","4","3","586.11","179.33","5.3","","43","2"
"560125","8","97","1.54","2","2","705.68","183.00","5.5","","43","2"
"595284","8","139","2.15","4","4","347.12","164.50","4.3","","53","2"
"490358","8","117","1.81","2","2","566.63","134.50","2.5","","29","3"
"585882","8","128","1.98","2","3","534.65","191.00","6.7","","50","2"
"565764","8","74","1.16","1","1","91.96","240.00","5.0","","32","2"
"522687","10","168","2.09","3","3","377.98","113.67","4.7","","46","3"
"554269","10","127","1.58","3","3","609.49","79.00","2.3","","48","2"
"537289","8","147","2.29","3","4","703.77","226.25","2.8","","50","3"
"545770","9","122","1.68","4","4","248.93","191.50","4.0","","44","2"
"527690","8","137","2.12","3","3","507.57","207.33","2.7","","31","3"
"521814","8","160","2.48","6","5","425.58","186.00","2.2","","43","3"
"680424","8","109","1.69","2","3","187.32","143.00","3.7","0.30","51","1"
"520558","8","112","1.74","1","1","376.12","118.00","5.0","0.25","37","3"
"549466","8","187","2.88","3","2","126.97","286.50","0.0","","48","2"
"529513","8","131","2.03","3","4","378.18","169.75","5.0","","42","3"
"518956","9","160","2.20","1","2","420.84","166.00","4.0","0.30","49","3"
"480186","8","211","3.25","0","0","","","","","25","4"
"549293","8","73","1.13","0","0","","","","0.15","46","2"
"554026","8","146","2.27","4","4","478.90","191.00","2.3","","55","2"
"413658","8","180","9.13","3","3","1413.53","121.50","3.0","","52","5"
"571643","8","126","1.95","3","3","370.15","114.33","1.3","","37","2"
"472394","8","120","1.87","1","2","377.85","269.50","5.0","","43","4"
"481245","9","104","1.42","2","2","427.18","59.00","8.0","","47","4"
"534391","8","105","1.64","3","3","360.86","163.00","3.7","","50","3"
"519965","8","149","2.31","3","3","447.55","331.00","1.7","","39","3"
"603053","8","170","2.61","3","3","347.84","114.00","1.3","","46","2"
"512069","8","180","2.77","5","5","529.23","168.40","3.4","0.20","41","3"
"514515","8","123","1.91","3","2","751.65","311.50","0.5","","39","3"
"540308","8","74","1.14","1","1","130.38","89.00","0.0","","56","3"
"551576","8","102","1.58","1","1","198.03","83.00","3.0","","18","2"
"631174","8","111","1.71","1","2","1081.06","143.50","2.5","0.20","34","1"
"511554","9","125","1.70","2","2","438.06","125.50","3.5","","45","3"
"633725","8","443","18.75","8","8","108.00","166.63","1.5","","49","1"
"431144","8","103","1.60","1","2","227.82","183.00","4.5","0.35","52","4"
"569788","8","163","2.53","1","2","283.82","125.00","3.5","0.15","39","2"
"593401","8","115","1.78","2","1","264.27","150.00","2.0","","39","2"
"491141","8","169","2.61","5","4","313.05","148.75","2.5","","51","3"
"558138","8","163","2.52","4","4","372.37","203.00","2.0","","36","2"
"551468","8","152","2.35","4","4","461.92","185.50","4.5","","52","2"
"512587","8","126","1.96","2","2","595.97","96.50","2.0","","38","3"
"520422","8","105","1.64","2","1","333.80","215.00","3.0","","39","3"
"519957","8","124","1.93","2","2","549.54","125.50","2.0","","54","3"
"521658","9","143","1.96","4","5","400.94","143.40","2.4","","51","3"
"545803","9","186","2.57","3","3","323.81","143.33","4.0","","54","2"
"425653","8","97","1.50","0","0","","","","","21","5"
"512190","8","139","2.15","0","1","","84.00","22.0","","65","3"
"533187","8","89","1.39","0","1","","97.00","8.0","","70","3"
"610909","8","155","2.39","2","2","586.87","196.50","1.0","","43","2"
"559772","8","179","2.79","6","6","583.08","230.50","2.2","","47","2"
"510686","8","160","2.47","2","3","578.89","276.00","2.7","","37","3"
"510156","8","158","2.44","4","5","805.78","192.00","4.6","","43","3"
"365825","8","355","17.38","2","3","64.63","180.33","6.0","","45","6"
"691546","8","133","2.07","5","5","314.12","203.80","1.8","","47","0"
"598276","9","110","1.52","2","2","196.23","154.50","4.0","","46","2"
"565910","8","110","1.69","2","1","486.58","47.00","1.0","","30","2"
"535495","8","134","2.07","2","3","474.73","429.33","2.7","","44","3"
"551217","8","244","3.78","4","4","301.69","142.50","5.5","","38","2"
"531361","8","91","1.41","2","1","1810.93","174.00","4.0","","32","3"
"529422","8","106","1.64","2","1","457.42","163.00","3.0","0.20","57","3"
"595897","8","64","1.00","0","1","","174.00","12.0","","26","2"
"532073","9","148","2.02","5","3","207.03","198.00","3.0","","41","3"
"605558","8","137","2.14","3","5","225.93","169.20","3.2","","35","2"
"478801","10","157","1.93","3","3","318.07","81.00","1.7","","50","4"
"534351","9","177","2.42","7","7","416.98","208.71","8.0","","42","3"
"532101","8","59","0.91","0","1","","206.00","23.0","","27","3"
"566008","10","166","2.05","5","5","308.55","173.20","4.8","","38","2"
"510283","8","98","1.54","0","0","","","","0.30","19","3"
"517491","8","139","2.18","6","7","328.93","113.86","3.6","","56","3"
"604664","8","96","1.49","0","0","","","","","25","2"
"547301","8","92","1.42","1","1","335.96","207.00","7.0","0.50","34","2"
"522184","9","39","0.54","0","0","","","","0.20","25","3"
"536034","8","133","2.09","1","2","649.73","298.50","5.0","","56","3"
"505358","8","171","2.66","3","3","279.91","90.00","3.0","","39","3"
"656346","8","115","1.76","2","2","377.07","138.50","8.5","","48","1"
"337227","8","83","1.28","0","0","","","","","35","6"
"509036","8","110","1.71","2","1","492.84","37.00","3.0","","41","3"
"525975","8","142","2.20","4","4","321.97","142.75","1.0","","44","3"
"544425","8","90","1.39","0","0","","","","0.20","35","3"
"584459","8","70","1.11","1","2","346.13","244.50","6.5","","38","2"
"547453","8","107","1.66","2","3","423.08","205.00","2.0","","30","2"
"535229","8","188","2.93","3","3","297.72","182.67","4.3","0.15","42","3"
"553743","8","103","1.61","1","0","75.29","","","","19","2"
"503483","8","105","1.63","0","0","","","","","21","3"
"599649","8","392","18.00","5","5","672.80","204.00","4.2","","57","2"
"518585","8","145","2.24","3","3","414.01","161.33","2.3","","44","3"
"542914","8","104","1.62","2","2","668.39","195.00","11.0","0.20","39","3"
"228195","9","116","1.60","0","0","","","","","28","9"
"526872","8","204","3.17","0","1","","113.00","8.0","","71","3"
"568536","8","87","1.36","0","0","","","","","77","2"
"541735","8","85","1.31","0","1","","656.00","4.0","","44","3"
"511238","8","76","1.17","0","0","","","","","70","3"
"599651","9","63","0.88","0","0","","","","","43","2"
"374340","9","78","1.07","1","0","3966.19","","","","35","5"
"530978","9","164","2.25","5","6","358.85","209.17","2.0","","55","3"
"252835","8","117","1.80","5","4","335.31","132.75","2.8","","39","9"
"555428","8","108","1.68","2","3","1132.49","166.33","4.0","","54","2"
"510719","9","109","1.50","0","1","","97.00","20.0","","37","3"
"686408","8","117","1.82","2","4","304.16","110.50","9.8","","48","0"
"514318","8","139","2.14","2","4","522.38","229.00","3.0","","53","3"
"530649","9","140","1.89","3","4","622.35","84.00","3.5","0.25","51","3"
"560195","8","187","2.89","5","5","562.93","177.80","3.4","","44","2"
"743151","8","119","1.86","0","0","","","","0.20","34","0"
"510213","8","183","2.83","4","4","120.30","208.75","2.3","","41","3"
"562362","8","112","1.73","2","2","398.58","128.50","1.0","","30","2"
"465731","8","370","17.63","4","4","572.91","135.50","3.0","0.15","57","4"
"533048","8","83","1.30","0","1","","128.00","2.0","","49","3"
"565070","9","152","2.10","2","2","590.80","141.00","1.5","","68","2"
"560341","8","154","2.37","1","3","322.31","87.00","6.3","","48","2"
"509603","8","128","1.98","1","2","145.43","119.00","8.0","","19","3"
"619362","8","184","2.85","4","4","747.21","133.00","2.3","","48","1"
"555418","8","86","1.36","0","0","","","","0.20","76","2"
"631872","9","98","1.35","0","0","","","","","70","1"
"639510","9","144","1.96","2","2","459.25","184.00","2.5","","58","1"
"572744","8","195","3.00","3","4","449.03","356.75","3.8","","32","2"
"524076","8","105","1.64","2","3","289.78","141.33","2.0","","56","3"
"570930","9","160","2.22","0","1","","75.00","10.0","0.15","19","2"
"541040","9","348","14.39","3","4","403.07","173.25","2.5","","29","3"
"583486","9","163","2.23","4","4","602.73","156.25","2.3","","46","2"
"423413","8","133","2.06","0","1","","269.00","20.0","","18","5"
"540199","10","131","1.64","3","3","571.13","117.67","2.3","","53","3"
"506777","8","109","1.68","1","1","240.38","175.00","2.0","","61","3"
"452532","8","355","18.06","4","2","463.39","89.00","8.0","","33","4"
"583038","8","144","2.23","3","2","161.35","160.50","2.5","","45","2"
"359080","8","126","1.98","4","2","1288.39","338.50","2.0","","42","6"
"527928","8","173","2.68","2","2","449.34","132.00","2.5","","36","3"
"512249","8","77","1.19","0","0","","","","","20","3"
"512791","8","102","1.61","3","3","413.65","124.00","2.3","","35","3"
"449326","8","214","3.31","2","2","646.53","97.50","3.5","","40","4"
"526668","8","137","2.11","3","3","530.99","70.33","3.7","","39","3"
"428552","8","102","1.60","2","2","392.45","247.00","1.5","","38","4"
"524722","8","160","2.50","3","3","226.27","124.00","1.7","","53","3"
"521316","9","164","2.24","2","3","233.69","96.00","6.0","0.15","45","3"
"524052","8","233","3.61","3","3","495.62","149.00","3.0","0.65","43","3"
"519140","8","187","2.93","4","5","158.93","163.60","2.4","","56","3"
"529023","9","74","1.02","2","2","1090.09","189.50","2.5","","38","3"
"583499","8","135","2.07","3","3","697.30","118.33","2.7","0.15","49","2"
"546648","8","130","2.01","3","3","511.19","161.33","4.3","","40","2"
"526873","8","233","3.59","2","3","445.92","181.00","4.3","","42","3"
"511178","8","173","2.69","3","4","405.64","115.00","2.3","0.40","38","3"
"610905","8","100","1.55","0","0","","","","","80","2"
"549988","9","108","1.48","1","0","658.47","","","","51","2"
"515131","9","248","3.41","5","5","436.45","172.60","3.6","","48","3"
"630039","8","102","1.59","1","1","182.36","334.00","3.0","","41","1"
"570226","8","132","2.06","4","4","263.42","144.25","3.8","","32","2"
"542605","8","103","1.58","1","1","367.25","294.00","2.0","0.30","40","3"
"519718","8","298","12.54","4","5","150.93","125.00","3.0","","53","3"
"574003","9","323","15.04","4","3","615.81","224.00","2.5","","43","2"
"527945","8","72","1.10","0","0","","","","","31","3"
"438995","8","87","1.35","0","0","","","","","24","4"
"562315","9","130","1.78","2","2","320.83","214.50","1.0","0.20","47","2"
"493476","8","88","1.38","1","1","157.03","309.00","1.0","","43","3"
"516682","8","89","1.38","1","2","100.34","109.00","4.5","","27","3"
"506828","8","151","2.35","1","1","458.03","204.00","4.0","","28","3"
"528743","8","146","7.34","4","3","3833.51","349.50","1.5","","52","3"
"552302","8","116","1.81","0","0","","","","","25","2"
"489949","8","301","16.57","4","3","1622.51","82.00","4.5","","49","3"
"562192","8","207","3.19","3","2","290.55","136.00","1.0","","43","2"
"542658","8","174","2.71","3","1","727.72","137.00","0.0","","27","3"
"539528","8","193","4.07","5","4","1151.98","283.00","1.8","0.15","37","3"
"561837","8","78","1.23","1","2","722.26","106.50","4.0","","45","2"
"655300","8","116","1.78","2","2","253.44","199.50","2.5","","53","1"
"534607","9","150","2.04","4","3","327.29","180.33","2.0","","36","3"
"467892","8","216","4.44","5","6","604.24","338.83","2.2","","32","4"
"522937","8","213","3.29","7","5","367.51","89.20","2.4","","47","3"
"589311","8","110","1.70","2","3","464.68","249.00","5.3","","43","2"
"587577","8","130","2.00","1","2","508.60","259.50","3.5","0.40","51","2"
"513509","8","125","1.93","2","0","299.39","","","","37","3"
"484249","8","105","1.63","3","3","414.90","245.00","7.3","","43","3"
"555191","9","99","1.35","2","2","507.39","139.50","4.0","","54","2"
"533327","8","121","1.86","1","4","621.36","268.50","6.5","0.25","60","3"
"509282","9","153","2.08","3","4","640.07","253.00","3.8","","38","3"
"524805","8","151","2.34","2","3","380.15","196.33","1.0","","37","3"
"500196","8","127","1.95","2","2","675.09","83.00","2.0","","53","3"
"518827","8","206","3.17","2","4","463.61","354.50","5.0","","50","3"
"520141","8","154","2.38","2","3","257.02","169.00","3.7","","44","3"
"555186","8","207","3.19","4","4","546.44","240.00","1.8","","40","2"
"547325","8","106","1.65","2","2","312.99","122.50","2.5","","44","2"
"562814","8","72","1.11","0","1","","69.00","11.0","","18","2"
"521768","8","106","1.65","3","2","268.14","376.00","1.5","","48","3"
"532863","8","95","1.49","3","4","315.25","129.00","5.5","0.10","56","3"
"550068","8","151","2.36","2","4","248.86","167.50","6.0","0.10","40","2"
"566279","8","194","3.02","1","1","503.93","49.00","2.0","","43","2"
"629877","8","96","1.49","2","2","300.58","151.50","9.5","","45","1"
"515645","8","96","1.50","2","2","120.79","410.50","8.0","","37","3"
"539105","9","87","1.20","1","1","344.83","64.00","1.0","","46","3"
"665892","8","177","2.74","4","5","308.21","204.60","3.2","0.25","32","1"
"573378","8","132","2.06","5","5","615.32","129.20","2.6","","46","2"
"592082","9","152","2.09","2","2","329.27","126.00","2.5","","59","2"
"298253","8","98","1.53","1","0","712.42","","","0.40","47","7"
"528500","8","318","16.82","2","1","1162.31","","","","41","3"
"714420","9","174","2.39","2","2","215.78","227.50","2.5","0.28","43","0"
"510238","8","104","1.61","3","3","875.84","356.00","1.0","","42","3"
"551486","9","87","1.20","1","1","866.84","224.00","1.0","0.50","18","2"
"564434","8","64","0.99","0","0","","","","","37","2"
"671999","8","231","13.31","1","2","","140.00","2.0","","18","1"
"522179","8","136","2.12","3","2","292.85","110.00","2.5","0.55","42","3"
"567195","8","147","2.30","1","2","356.35","84.50","3.5","","44","2"
"557799","9","111","1.53","0","1","","78.00","7.0","","76","2"
"524606","8","73","1.14","2","0","462.76","","","","33","3"
"512655","9","274","3.76","4","3","332.88","155.33","1.3","","44","3"
"543273","9","167","2.29","3","5","251.68","213.60","8.4","","46","3"
"609868","8","129","2.00","4","4","430.38","103.75","1.3","","56","2"
"527406","8","91","1.41","3","2","460.98","138.50","9.5","","40","3"
"511126","9","150","2.05","3","5","775.42","176.40","4.0","","29","3"
"527585","8","144","2.23","4","4","413.95","187.50","2.5","","41","3"
"623417","8","85","1.31","0","0","","","","","55","1"
"507728","8","79","1.22","2","2","232.79","363.50","2.0","","38","3"
"543557","8","75","1.17","2","2","129.86","148.50","2.0","","37","3"
"560374","8","157","2.44","4","5","1135.36","134.60","4.0","","46","2"
"513796","8","136","2.10","3","2","746.65","171.50","7.5","","46","3"
"555894","9","127","1.74","4","3","272.93","172.67","1.3","","47","2"
"601894","9","114","1.58","1","2","402.17","92.00","3.5","0.20","26","2"
"569817","8","129","1.98","2","3","69.72","89.00","6.3","0.35","37","2"
"614814","8","74","1.14","0","1","","289.00","7.0","","69","1"
"499475","8","125","1.95","3","3","190.27","156.00","2.0","","39","3"
"588970","8","98","1.55","0","3","","194.00","9.7","0.25","25","2"
"516647","8","139","2.16","4","3","305.05","175.00","3.7","","44","3"
"494374","8","114","1.78","2","2","370.22","172.50","1.0","0.40","48","3"
"518896","8","307","16.65","4","5","1377.49","167.00","13.2","","58","3"
"546130","9","72","1.00","2","1","658.00","137.00","6.0","","50","2"
"582333","8","164","2.55","3","3","326.73","151.00","4.0","0.25","44","2"
"515502","9","61","0.85","0","1","","228.00","4.0","0.28","34","3"
"544414","8","119","1.83","3","3","655.11","314.67","3.0","","57","3"
"527038","8","144","2.21","4","2","467.02","185.00","5.0","0.25","41","3"
"382533","8","70","1.09","0","0","","","","","19","5"
"510899","10","133","1.66","2","2","161.73","274.00","3.0","","55","3"
"189676","8","93","1.44","1","2","1244.31","180.50","9.0","","37","10"
"523503","9","110","1.52","1","0","275.64","","","0.20","72","3"
"546529","10","388","14.93","5","4","738.11","123.75","1.3","","48","2"
"549611","9","149","2.06","6","6","463.68","116.00","2.2","0.15","48","2"
"519096","8","153","2.39","2","2","237.79","129.50","3.0","0.15","34","3"
"513602","8","107","1.67","0","0","","","","","27","3"
"617506","8","94","1.47","2","2","1216.54","200.00","5.5","0.25","45","1"
"521185","8","133","2.06","2","4","537.66","210.75","3.5","","47","3"
"557343","8","157","2.42","1","1","95.52","87.00","1.0","","43","2"
"538112","9","88","1.22","2","2","286.88","135.00","3.5","","52","3"
"258451","8","167","3.66","1","2","","178.00","13.0","","24","8"
"543660","8","125","1.94","1","1","744.30","289.00","13.0","0.30","21","3"
"535149","8","120","1.86","1","1","272.85","122.00","2.0","0.15","56","3"
"594238","8","148","2.32","2","2","427.97","248.50","1.5","","56","2"
"513495","8","111","1.74","1","2","344.89","255.50","8.5","0.25","32","3"
"711391","9","153","2.10","4","4","388.06","309.75","1.0","","42","0"
"564699","8","142","2.21","4","4","207.16","142.50","2.0","","30","2"
"422668","8","101","1.56","0","0","","","","","18","5"
"512463","8","161","2.51","4","3","535.32","192.33","3.7","","39","3"
"767426","8","87","1.35","2","3","570.06","219.67","3.3","","37","0"
"448154","8","134","2.07","2","1","1416.80","129.00","7.0","","56","4"
"527359","8","70","1.08","1","1","460.36","138.00","3.0","","37","3"
"536843","8","175","2.72","3","4","378.35","201.00","2.0","","46","3"
"538638","8","110","1.70","2","2","699.09","173.50","2.0","","40","3"
"532365","8","97","1.51","1","1","462.34","130.00","5.0","","51","3"
"490608","9","147","2.04","2","1","662.40","407.00","1.0","","36","3"
"525848","9","91","1.24","0","1","","93.00","9.0","","59","3"
"763792","8","89","1.39","0","1","","84.00","5.0","","46","0"
"635666","8","247","16.79","2","2","2115.27","287.00","11.0","","27","1"
